YEAR	DATE	TIME	Hour	STREET1	STREET2	OFFSET	ROAD_CLASS	District	LATITUDE	LONGITUDE	LOCCOORD	ACCLOC	TRAFFCTL	VISIBILITY	LIGHT	RDSFCOND	ACCLASS	IMPACTYPE	INVTYPE	INVAGE	INJURY	FATAL_NO	INITDIR	VEHTYPE	MANOEUVER	DRIVACT	DRIVCOND	PEDTYPE	PEDACT	PEDCOND	CYCLISTYPE	CYCACT	CYCCOND	PEDESTRIAN	CYCLIST	AUTOMOBILE	MOTORCYCLE	TRUCK	TRSN_CITY_VEH	EMERG_VEH	PASSENGER	SPEEDING	AG_DRIV	REDLIGHT	ALCOHOL	DISABILITY	Division
2014	2014-08-07T04:00:00.000Z	2214	22	ST CLAIR AVE W	LANSDOWNE AVE	 	Major Arterial	Toronto and East York	43.675994	-79.45193	Mid-Block	 	No Control	Clear	"Dark, artificial"	Dry	Fatal	Pedestrian Collisions	Pedestrian	65 to 69	Fatal	20	Unknown	 	 	 	 	Pedestrian involved in a collision with transit vehicle anywhere along roadway	Coming From Behind Parked Vehicle	Unknown	 	 	 	Yes	 	 	 	 		 	 	 	 	 	 	 	13
2010	2010-08-20T04:00:00.000Z	2215	22	LAKE SHORE BLVD E	JOSEPH DUGGAN  RD	 	Major Arterial	Toronto and East York	43.664344	-79.306186	Intersection	 	Traffic Signal	Clear	Dark	Dry	Fatal	Pedestrian Collisions	Pedestrian	15 to 19	Fatal	29	North	Other	 	 	 	Pedestrian involved in a collision with transit vehicle anywhere along roadway	Crossing without right of way	Unknown	 	 	 	Yes	 	 	 	 		 	 	 	 	 	 	 	55
2012	2012-03-21T04:00:00.000Z	2215	22	JANE ST	NICKLE ST	 	Major Arterial	Etobicoke York	43.691545	-79.50099	Intersection	 	No Control	Clear	"Dark, artificial"	Dry	Fatal	Pedestrian Collisions	Pedestrian	75 to 79	Fatal	9	East	Other	 	 	 	Pedestrian hit at mid-block	"Crossing, no Traffic Control"	Normal	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	12
2017	2017-10-31T04:00:00.000Z	2223	22	STEELES AVE W	KEELE ST	 	Major Arterial	North York	43.781508	-79.494464	Intersection	At Intersection	Traffic Signal	Other	Dark	Other	Fatal	Turning Movement	Passenger	45 to 49	Fatal	51	 	 	 	 	 	 	 	 	 	 	 	 	 	Yes	 	 		 	Yes	 	Yes	 	 	 	31
2011	2011-03-24T04:00:00.000Z	2225	22	SHEPPARD AVE E	MURISON BLVD	 	Major Arterial	Scarborough	43.799145	-79.21289	Intersection	At Intersection	Traffic Signal	Clear	Dark	Dry	Fatal	Pedestrian Collisions	Pedestrian	20 to 24	Fatal	6	South	Other	 	 	 	Vehicle is going straight thru inter.while ped cross without ROW	Crossing without right of way	Normal	 	 	 	Yes	 	Yes	 	 		 	 	Yes	Yes	 	 	 	42
2013	2013-07-11T04:00:00.000Z	2225	22	WATSON ST	OLD KINGSTON RD	 	Minor Arterial	Scarborough	43.782145	-79.172488	Intersection	At Intersection	No Control	Clear	"Dark, artificial"	Dry	Fatal	Pedestrian Collisions	Pedestrian	45 to 49	Fatal	21	West	 	 	 	 	Vehicle turns left while ped crosses with ROW at inter.	Crossing with right of way	Normal	 	 	 	Yes	 	Yes	 	 		 	 	 	Yes	 	 	 	43
2008	2008-06-24T04:00:00.000Z	2226	22	WILSON AVE	JETHRO RD	 	Major Arterial	Etobicoke York	43.718745	-79.51839	Intersection	At Intersection	Traffic Signal	Clear	Dark	Dry	Fatal	Pedestrian Collisions	Pedestrian	75 to 79	Fatal	27	North	Other	 	 	 	Vehicle is going straight thru inter.while ped cross without ROW	Crossing without right of way	Unknown	 	 	 	Yes	 	Yes	 	 		 	 	Yes	Yes	 	 	 	31
2011	2011-07-01T04:00:00.000Z	2229	22	WARDEN AVE	HUNTINGWOOD DR	 	Major Arterial	Scarborough	43.786906	-79.311565	Mid-Block	 	No Control	Clear	Dark	Dry	Fatal	Pedestrian Collisions	Pedestrian	60 to 64	Fatal	12	West	Other	 	 	 	Pedestrian hit at mid-block	"Crossing, no Traffic Control"	Unknown	 	 	 	Yes	 	Yes	 	 		 	Yes	 	 	 	 	 	42
2016	2016-02-18T05:00:00.000Z	2230	22	MACDONELL AVE	LN n QUEEEN E FULLER	1 m South of	Local	Toronto East York	43.640776	-79.438091	Intersection	At Intersection	No Control	Clear	Dark	Dry	Fatal	Pedestrian Collisions	Pedestrian	70 to 74	Fatal	15	West	 	 	 	 	Vehicle is going straight thru inter.while ped cross without ROW	Crossing without right of way	Inattentive	 	 	 	Yes	 	 	 	 		 	 	 	 	 	 	 	11
2016	2016-09-01T04:00:00.000Z	2230	22	BAY ST	HARBOUR ST	 	Major Arterial	Toronto and East York	43.642066	-79.377452	Intersection	Intersection Related	Traffic Signal	Clear	"Dark, artificial"	Dry	Fatal	Turning Movement	Motorcycle Driver	30 to 34	Fatal	56	North	Motorcycle	Going Ahead	Driving Properly	Unknown	 	 	 	 	 	 	 	 	Yes	Yes	 		 	 	 	 	 	 	 	52
2017	2017-11-10T05:00:00.000Z	2233	22	WARDEN AVE	WAYNE AVE	147 M North	Major Arterial	Scarborough	43.738906	-79.292102	Mid-Block	Non Intersection	No Control	Clear	"Dark, artificial"	Dry	Fatal	Pedestrian Collisions	Pedestrian	55 to 59	Fatal	53	West	 	 	 	 	Pedestrian hit at mid-block	"Crossing, no Traffic Control"	Normal	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	41
2008	2008-10-24T04:00:00.000Z	2235	22	EGLINTON AVE E	SWIFT DR	 	Major Arterial	North York	43.726145	-79.31829	Intersection	At Intersection	Traffic Signal	Rain	Dark	Wet	Fatal	Pedestrian Collisions	Pedestrian	75 to 79	Fatal	48	North	Other	 	 	 	Vehicle is going straight thru inter.while ped cross without ROW	Crossing without right of way	Unknown	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	"33,54"
2010	2010-09-26T04:00:00.000Z	2235	22	HIGHWAY 27  N	VICE REGENT BLVD	 	Major Arterial	Etobicoke York	43.711345	-79.59279	Intersection	At Intersection	Stop Sign	Clear	Dark	Dry	Fatal	Turning Movement	Passenger	25 to 29	Fatal	32	 	Other	 	 	 	 	 	 	 	 	 	 	 	Yes	 	 		 	Yes	Yes	Yes	 	Yes	 	23
2018	2018-05-15T04:00:00.000Z	2237	22	LAKE SHORE BLVD W	THIRTEENTH ST	 	Major Arterial	Etobicoke York	43.599005	-79.512874	Intersection	Intersection Related	No Control	 	Dark	 	Fatal	Sideswipe	Passenger	25 to 29	Fatal	23	 	 	 	 	 	 	 	 	 	 	 	 	 	Yes	 	 		 	Yes	Yes	Yes	 	Yes	 	22
2013	2013-07-05T04:00:00.000Z	2248	22	MCCOWAN RD	LAWRENCE AVE E	 	Major Arterial	Scarborough	43.755545	-79.245387	Intersection	At Intersection	Traffic Signal	Clear	"Dark, artificial"	Dry	Fatal	Pedestrian Collisions	Pedestrian	75 to 79	Fatal	20	East	 	 	 	 	Vehicle is going straight thru inter.while ped cross without ROW	Crossing without right of way	Had Been Drinking	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	43
2010	2010-12-18T05:00:00.000Z	2256	22	MCCOWAN RD	MELDAZY DR	 	Major Arterial	Scarborough	43.763845	-79.24839	Mid-Block	 	No Control	Clear	Dark	Dry	Fatal	Approaching	Driver	55 to 59	Fatal	41	North	"Automobile, Station Wagon"	Going Ahead	Driving Properly	Inattentive	 	 	 	 	 	 	 	 	Yes	 	 		 	 	 	 	 	 	 	43
2010	2010-02-28T05:00:00.000Z	2300	23	VILLIERS ST	MUNITION ST	 	Local	Toronto and East York	43.648545	-79.34989	Mid-Block	 	No Control	Clear	Dark	Dry	Fatal	SMV Unattended Vehicle	Driver	50 to 54	Fatal	12	East	"Automobile, Station Wagon"	Going Ahead	Exceeding Speed Limit	Other	 	 	 	 	 	 	 	 	Yes	 	 		 	 	Yes	Yes	 	 	 	51
2017	2017-07-22T04:00:00.000Z	2305	23	SCARBOROUGH GOLF CLUB RD	LAWRENCE AVE E	95 m South of	Minor Arterial	Scarborough	43.760802	-79.215762	Mid-Block	Non Intersection	No Control	Clear	"Dark, artificial"	Dry	Fatal	Pedestrian Collisions	Pedestrian	80 to 84	Fatal	32	East	 	 	 	 	Pedestrian hit at mid-block	"Crossing, no Traffic Control"	Normal	 	 	 	Yes	 	Yes	 	 		 	Yes	 	 	 	 	 	43
2013	2013-06-06T04:00:00.000Z	2306	23	SPADINA AVE	GRANGE AVE	 	Major Arterial	Toronto and East York	43.651843	-79.397586	Intersection	 	No Control	Rain	"Dark, artificial"	Wet	Fatal	Pedestrian Collisions	Pedestrian	75 to 79	Fatal	16	West	 	 	 	 	Pedestrian hit at mid-block	Running onto Roadway	Unknown	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	"14,52"
2014	2014-08-17T04:00:00.000Z	2306	23	DAWES RD	GOWER ST	 	Minor Arterial	North York	43.702246	-79.296924	Intersection	At Intersection	Traffic Signal	Clear	"Dark, artificial"	Dry	Fatal	Pedestrian Collisions	Pedestrian	60 to 64	Fatal	22	West	 	 	 	 	Vehicle turns left while ped crosses with ROW at inter.	Crossing with right of way	Unknown	 	 	 	Yes	 	Yes	 	 		 	Yes	 	Yes	 	 	 	54
2018	2018-05-20T04:00:00.000Z	2307	23	364 WILSON AVE	VULCAN ST	 	Major Arterial	North York	43.736334	-79.438556	Mid-Block	Non Intersection	No Control	Clear	"Dark, artificial"	Dry	Fatal	Approaching	Driver	40 to 44	Fatal	26	West	"Automobile, Station Wagon"	Changing Lanes	Improper Lane Change	Inattentive	 	 	 	 	 	 	 	 	Yes	 	 		 	Yes	Yes	Yes	 	 	 	32
2015	2015-04-01T04:00:00.000Z	2308	23	F G GARDINER XY  W	STRACHAN AVE	 	Expressway	Toronto and East York	43.637427	-79.41212	Mid-Block	 	No Control	Clear	"Dark, artificial"	Dry	Fatal	SMV Other	Motorcycle Driver	unknown	Fatal	15	West	Motorcycle	Going Ahead	Exceeding Speed Limit	Unknown	 	 	 	 	 	 	 	 	 	Yes	 		 	 	Yes	Yes	 	 	 	14
2017	2017-10-04T04:00:00.000Z	2308	23	900 YORK MILLS RD	 	 	Major Arterial	North York	43.755549	-79.34798	Mid-Block	Non Intersection	No Control	Clear	Dark	Dry	Fatal	Pedestrian Collisions	Pedestrian	60 to 64	Fatal	48	East	 	 	 	 	Pedestrian hit on sidewalk or shoulder	On Sidewalk or Shoulder	Unknown	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	Yes	 	33
2010	2010-09-26T04:00:00.000Z	2309	23	LAKE SHORE BLVD W	COLBORNE LODGE DR	 	Major Arterial	Toronto and East York	43.637945	-79.45899	Intersection	At Intersection	Traffic Signal	Clear	Dark	Dry	Fatal	Cyclist Collisions	Cyclist	25 to 29	Fatal	33	South	Bicycle	Going Ahead	 	 	 	 	 	"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn."	Disobeyed Traffic Control	Had Been Drinking	 	Yes	Yes	 	 		 	 	 	 	 	 	 	11
2018	2018-02-17T05:00:00.000Z	2319	23	3230 BAYVIEW AVE	 	 	Major Arterial	North York	43.788287	-79.392772	Mid-Block	Non Intersection	No Control	 	Dark	 	Fatal	SMV Other	Driver	45 to 49	Fatal	10	West	"Automobile, Station Wagon"	Going Ahead	Exceeding Speed Limit	Unknown	 	 	 	 	 	 	 	 	Yes	 	 		 	 	Yes	Yes	 	 	 	"33,32"
2015	2015-06-13T04:00:00.000Z	2320	23	AVENUE RD	DAVENPORT RD	 	Major Arterial	Toronto and East York	43.674712	-79.396594	Intersection	At Intersection	Traffic Signal	Clear	"Dark, artificial"	Dry	Fatal	Cyclist Collisions	Cyclist	25 to 29	Fatal	31	South	Bicycle	Turning Left	 	 	 	 	 	Cyclist turned left across motorists path.	Failed to Yield Right of Way	Normal	 	Yes	Yes	 	 		 	 	 	 	 	 	 	53
2017	2017-08-24T04:00:00.000Z	2325	23	VICTORIA PARK AVE	CLINTWOOD GT	 	Major Arterial	Scarborough	43.748763	-79.312076	Intersection	At Intersection	No Control	Clear	"Dark, artificial"	Dry	Fatal	Pedestrian Collisions	Pedestrian	55 to 59	Fatal	36	Unknown	"Automobile, Station Wagon"	 	 	 	Vehicle is going straight thru inter.while ped cross without ROW	"Crossing, no Traffic Control"	Unknown	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	"33,41"
2008	2008-10-03T04:00:00.000Z	2327	23	F G GARDINER XY  E	ELLIS AVE	 	Expressway	Toronto and East York	43.636344	-79.466892	Mid-Block	 	No Control	Clear	Dark	Dry	Fatal	Rear End	Motorcycle Driver	35 to 39	Fatal	44	East	Motorcycle	Merging	Exceeding Speed Limit	Had Been Drinking	 	 	 	 	 	 	 	 	Yes	Yes	 		 	Yes	Yes	Yes	 	 	 	11
2008	2008-10-25T04:00:00.000Z	2329	23	DENISON RD E	JANE ST	 	Collector	Etobicoke York	43.696745	-79.50589	Mid-Block	 	Traffic Gate	Clear	Dark	Dry	Fatal	Pedestrian Collisions	Pedestrian	20 to 24	Fatal	49	East	Other	 	 	 	Pedestrian hit at mid-block	Other	Unknown	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	12
2017	2017-12-01T05:00:00.000Z	2330	23	BIRCHMOUNT RD	MERRYFIELD DR	 	Major Arterial	Scarborough	43.751868	-79.286601	Intersection	At Intersection	No Control	Clear	Dark	Dry	Fatal	Pedestrian Collisions	Pedestrian	65 to 69	Fatal	55	East	 	 	 	 	Vehicle is going straight thru inter.while ped cross without ROW	"Crossing, no Traffic Control"	Normal	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	41
2015	2015-12-30T05:00:00.000Z	2339	23	DANFORTH AVE	GILLARD AVE	 	Major Arterial	Toronto and East York	43.682341	-79.328265	Intersection	At Intersection	No Control	Clear	"Dark, artificial"	Dry	Fatal	Pedestrian Collisions	Pedestrian	60 to 64	Fatal	64	South	 	 	 	 	Vehicle is going straight thru inter.while ped cross with ROW	"Crossing, no Traffic Control"	Normal	 	 	 	Yes	 	Yes	 	 		 	 	 	Yes	 	 	 	"54,55"
2018	2018-04-21T04:00:00.000Z	2341	23	SEWELLS RD	HUPFIELD TRL	 	Minor Arterial	Scarborough	43.814105	-79.213535	Mid-Block	Non Intersection	No Control	Clear	"Dark, artificial"	Dry	Fatal	SMV Other	Driver	25 to 29	Fatal	20	East	"Automobile, Station Wagon"	Going Ahead	Lost control	Unknown	 	 	 	 	 	 	 	 	Yes	 	 		 	 	Yes	Yes	 	 	 	42
2012	2012-08-25T04:00:00.000Z	2350	23	MARILAKE DR	SUMMERGLADE DR	 	Local	Scarborough	43.780945	-79.27089	Mid-Block	 	No Control	Clear	"Dark, artificial"	Dry	Fatal	SMV Unattended Vehicle	Driver	20 to 24	Fatal	27	North	"Automobile, Station Wagon"	Going Ahead	Lost control	Unknown	 	 	 	 	 	 	 	 	Yes	 	 		 	 	Yes	Yes	 	 	 	42
2009	2009-10-17T04:00:00.000Z	2352	23	FINCH AVE W	TOBERMORY DR	 	Major Arterial	Etobicoke York	43.759245	-79.50789	Intersection	At Intersection	Traffic Signal	Clear	Dark	Dry	Fatal	Turning Movement	Passenger	60 to 64	Fatal	34	 	Other	 	 	 	 	 	 	 	 	 	 	 	Yes	 	 		 	Yes	Yes	Yes	 	Yes	 	31
2009	2009-10-17T04:00:00.000Z	2352	23	FINCH AVE W	TOBERMORY DR	 	Major Arterial	Etobicoke York	43.759245	-79.50789	Intersection	At Intersection	Traffic Signal	Clear	Dark	Dry	Fatal	Turning Movement	Passenger	40 to 44	Fatal	33	 	Other	 	 	 	 	 	 	 	 	 	 	 	Yes	 	 		 	Yes	Yes	Yes	 	Yes	 	31
2009	2009-10-17T04:00:00.000Z	2352	23	FINCH AVE W	TOBERMORY DR	 	Major Arterial	Etobicoke York	43.759245	-79.50789	Intersection	At Intersection	Traffic Signal	Clear	Dark	Dry	Fatal	Turning Movement	Passenger	20 to 24	Fatal	32	 	Other	 	 	 	 	 	 	 	 	 	 	 	Yes	 	 		 	Yes	Yes	Yes	 	Yes	 	31
2018	2018-05-04T04:00:00.000Z	2354	23	DIXON RD	27 S DIXON W RAMP	 	Major Arterial	Etobicoke York	43.688479	-79.583987	Mid-Block	Overpass or Bridge	No Control	 	Dark	 	Fatal	Pedestrian Collisions	Pedestrian	60 to 64	Fatal	22	North	 	 	 	 	Pedestrian hit at mid-block	"Crossing, no Traffic Control"	Unknown	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	23
2015	2015-09-30T04:00:00.000Z	2355	23	WILSON AVE	MURRAY RD	 	Major Arterial	North York	43.72959	-79.471462	Intersection	At Intersection	No Control	Clear	"Dark, artificial"	Dry	Fatal	Turning Movement	Motorcycle Passenger	20 to 24	Fatal	46	 	 	 	 	 	 	 	 	 	 	 	 	 	Yes	Yes	 		 	Yes	Yes	Yes	 	 	 	32
2017	2017-05-05T04:00:00.000Z	2359	23	MORNINGSIDE AVE	SEWELLS RD	north of	Minor Arterial	Scarborough	43.816607	-79.211665	Mid-Block	Non Intersection	No Control	Clear	"Dark, artificial"	 	Fatal	Approaching	Driver	70 to 74	Fatal	21	 	 	 	 	 	 	 	 	 	 	 	 	 	Yes	 	 		 	Yes	 	 	 	 	 	42
2013	2013-10-01T04:00:00.000Z	1006	10	GERRARD ST E	CARLAW AVE	 	Minor Arterial	Toronto and East York	43.667643	-79.342792	Intersection	At Intersection	Traffic Signal	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	55 to 59	Fatal	44	West	 	 	 	 	Vehicle turns right while ped crosses with ROW at inter.	Crossing with right of way	Unknown	 	 	 	Yes	 	 	 	Yes		 	 	 	Yes	 	 	 	55
2013	2013-11-24T05:00:00.000Z	1018	10	EGLINTON AVE E	OSWEGO RD	 	Major Arterial	Scarborough	43.737418	-79.244701	Mid-Block	Non Intersection	No Control	Clear	Daylight	Dry	Fatal	Approaching	Passenger	30 to 34	Fatal	57	 	 	 	 	 	 	 	 	 	 	 	 	 	Yes	 	 		 	Yes	Yes	Yes	 	 	 	43
2016	2016-02-13T05:00:00.000Z	1018	10	FINCH AVE W	TOBERMORY DR	450 m East of	Major Arterial	Etobicoke York	43.760237	-79.503604	Mid-Block	Non Intersection	No Control	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	70 to 74	Fatal	11	South	 	 	 	 	Vehicle is going straight thru inter.while ped cross without ROW	Running onto Roadway	Inattentive	 	 	 	Yes	 	Yes	 	 		 	Yes	 	 	 	 	 	31
2013	2013-10-30T04:00:00.000Z	1022	10	CHILTERN HILL RD	EGLINTON AVE W	 	Major Arterial	Toronto and East York	43.700518	-79.427753	Intersection	 	Stop Sign	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	Over 95	Fatal	50	West	 	 	 	 	Vehicle is going straight thru inter.while ped cross with ROW	Crossing with right of way	Unknown	 	 	 	Yes	 	Yes	 	 		 	 	 	Yes	 	 	 	13
2017	2017-02-23T05:00:00.000Z	1022	10	ADELAIDE ST W	BAY ST	 	Major Arterial	Toronto and East York	43.649821	-79.380771	Intersection	At Intersection	Traffic Signal	Clear	"Daylight, artificial"	Dry	Fatal	Pedestrian Collisions	Pedestrian	75 to 79	Fatal	8	East	 	 	 	 	Vehicle turns right while ped crosses with ROW at inter.	Crossing with right of way	Normal	 	 	 	Yes	 	Yes	 	 		 	 	 	Yes	 	 	 	52
2011	2011-01-11T05:00:00.000Z	1023	10	QUEEN ST W	BATHURST ST	 	Major Arterial	Toronto and East York	43.647245	-79.40389	Intersection	At Intersection	No Control	Clear	Daylight	Wet	Fatal	Pedestrian Collisions	Pedestrian	unknown	Fatal	1	North	Other	 	 	 	Pedestrian involved in a collision with transit vehicle anywhere along roadway	"Crossing, no Traffic Control"	Unknown	 	 	 	Yes	 	 	 	 		 	 	 	 	 	 	 	14
2014	2014-07-08T04:00:00.000Z	1024	10	MCNICOLL AVE	PHARMACY AVE	 	Minor Arterial	Scarborough	43.804114	-79.330722	Intersection	At Intersection	Traffic Signal	Clear	Daylight	Dry	Fatal	Angle	Passenger	85 to 89	Fatal	15	 	 	 	 	 	 	 	 	 	 	 	 	 	Yes	 	 		 	Yes	 	Yes	Yes	 	 	42
2014	2014-10-11T04:00:00.000Z	1024	10	LAWRENCE AVE W	ALLEN X N LAWRENCE RAMP	 	Expressway	North York	43.716307	-79.443202	Intersection	At Intersection	Traffic Signal	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	65 to 69	Fatal	34	South	 	 	 	 	Pedestrian involved in a collision with transit vehicle anywhere along roadway	Crossing with right of way	Normal	 	 	 	Yes	 	 	 	 		 	 	 	 	 	 	 	"32,13"
2008	2008-02-28T05:00:00.000Z	1025	10	BIRCHMOUNT RD	STEELES AVE E	 	Major Arterial	Scarborough	43.821345	-79.31689	Intersection	At Intersection	Traffic Signal	Clear	Daylight	Dry	Fatal	Angle	Driver	60 to 64	Fatal	12	East	"Automobile, Station Wagon"	Going Ahead	Driving Properly	Normal	 	 	 	 	 	 	 	 	Yes	 	 		 	 	 	Yes	Yes	 	 	42
2008	2008-10-02T04:00:00.000Z	1025	10	YONGE ST	BISHOP AVE	 	Major Arterial	North York	43.783245	-79.41639	Mid-Block	 	No Control	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	85 to 89	Fatal	43	West	Other	 	 	 	Pedestrian hit at mid-block	"Crossing, no Traffic Control"	Inattentive	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	32
2010	2010-05-25T04:00:00.000Z	1028	10	ORTON PARK RD	AMBOY RD	 	Minor Arterial	Scarborough	43.767545	-79.20709	Mid-Block	 	No Control	Clear	Daylight	Dry	Fatal	Approaching	Motorcycle Driver	50 to 54	Fatal	19	North	Motorcycle	Going Ahead	Driving Properly	Unknown	 	 	 	 	 	 	 	 	Yes	Yes	 		 	 	 	 	 	 	 	43
2018	2018-07-29T04:00:00.000Z	1029	10	144 NORSEMAN ST	 	 	Collector	Etobicoke York	43.633887	-79.520046	Mid-Block	Non Intersection	No Control	Clear	Daylight	Dry	Fatal	SMV Other	Motorcycle Driver	45 to 49	Fatal	38	East	Motorcycle	Going Ahead	Lost control	Unknown	 	 	 	 	 	 	 	 	 	Yes	 		 	 	 	 	 	 	 	22
2016	2016-02-01T05:00:00.000Z	1033	10	BIRMINGHAM ST	TWENTY FIRST ST	 	Collector	Etobicoke York	43.599963	-79.521175	Intersection	 	Pedestrian Crossover	Clear	Daylight	Dry	Fatal	Sideswipe	Driver	85 to 89	Fatal	9	West	"Automobile, Station Wagon"	Going Ahead	Lost control	Unknown	 	 	 	 	 	 	 	 	Yes	 	 		 	 	Yes	Yes	 	 	 	22
2015	2015-09-06T04:00:00.000Z	1034	10	LAKE SHORE BLVD W	JAMESON AVE	1 m West of	Expressway	Toronto and East York	43.633349	-79.435138	Mid-Block	Non Intersection	No Control	Clear	Daylight	Dry	Fatal	SMV Other	Motorcycle Driver	55 to 59	Fatal	42	East	Motorcycle	Going Ahead	Lost control	Unknown	 	 	 	 	 	 	 	 	 	Yes	 		 	 	 	 	 	 	 	14
2008	2008-08-09T04:00:00.000Z	1035	10	BALLIOL ST	MOUNT PLEASANT RD	 	Major Arterial	Toronto and East York	43.699245	-79.38669	Intersection	At Intersection	Stop Sign	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	80 to 84	Fatal	35	North	Other	 	 	 	Vehicle turns left while ped crosses with ROW at inter.	Crossing with right of way	Normal	 	 	 	Yes	 	Yes	 	Yes		 	Yes	 	Yes	 	 	 	53
2016	2016-09-29T04:00:00.000Z	1040	10	2336 ST CLAIR AVE W	 	 	Major Arterial	Etobicoke York	43.669959	-79.479152	Mid-Block	Non Intersection	No Control	Rain	Daylight	Wet	Fatal	Sideswipe	Driver	70 to 74	Fatal	58	West	"Automobile, Station Wagon"	Going Ahead	Driving Properly	Normal	 	 	 	 	 	 	 	 	Yes	 	 		 	Yes	Yes	Yes	 	 	 	"12,11"
2013	2013-02-02T05:00:00.000Z	1041	10	550 BIRCHMOUNT RD	 	 	Minor Arterial	Scarborough	43.711943	-79.270191	Mid-Block	 	No Control	Snow	Daylight	Wet	Fatal	Pedestrian Collisions	Pedestrian	65 to 69	Fatal	4	South	 	 	 	 	Pedestrian hit at private driveway	Crossing with right of way	Normal	 	 	 	Yes	 	Yes	 	 		 	 	 	Yes	 	 	 	41
2009	2009-04-17T04:00:00.000Z	1045	10	TOWNSLEY ST	OLD WESTON RD	 	Minor Arterial	Toronto and East York	43.674045	-79.46319	Intersection	 	Stop Sign	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	65 to 69	Fatal	12	North	Other	 	 	 	Vehicle is reversing and hits pedestrian	Other	Normal	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	12
2013	2013-02-06T05:00:00.000Z	1045	10	DUNDAS ST W	SHERIDAN AVE	 	Minor Arterial	Toronto and East York	43.649745	-79.433688	Intersection	At Intersection	Traffic Signal	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	80 to 84	Fatal	5	North	 	 	 	 	Vehicle is going straight thru inter.while ped cross without ROW	Crossing without right of way	Unknown	 	 	 	Yes	 	 	 	Yes		 	 	 	 	 	 	 	11
2013	2013-09-26T04:00:00.000Z	1050	10	BROADVIEW AVE	DUNDAS ST E	 	Major Arterial	Toronto and East York	43.662455	-79.351352	Intersection	 	Traffic Signal	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	90 to 94	Fatal	43	North	 	 	 	 	Vehicle turns left while ped crosses with ROW at inter.	Crossing with right of way	Normal	 	 	 	Yes	 	Yes	 	 		 	 	 	Yes	 	 	 	55
2017	2017-07-18T04:00:00.000Z	1054	10	EGLINTON AVE E	MIDLAND AVE	150 m West of	Major Arterial	Scarborough	43.734023	-79.260021	Mid-Block	Non Intersection	No Control	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	70 to 74	Fatal	30	Unknown	 	 	 	 	Pedestrian involved in a collision with transit vehicle anywhere along roadway	Person Getting on/off Vehicle	Normal	 	 	 	Yes	 	 	 	 		 	 	 	 	 	 	 	41
2010	2010-09-14T04:00:00.000Z	1055	10	SPADINA AVE	SULLIVAN ST	 	Major Arterial	Toronto and East York	43.650945	-79.39729	Intersection	 	No Control	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	80 to 84	Fatal	30	West	Other	 	 	 	Pedestrian involved in a collision with transit vehicle anywhere along roadway	"Crossing, no Traffic Control"	Unknown	 	 	 	Yes	 	 	 	 		 	 	 	 	 	 	 	"14,52"
2013	2013-08-18T04:00:00.000Z	1055	10	FINCH Ave E	MIDDLEFIELD Rd	 	Major Arterial	Scarborough	43.809844	-79.257686	Intersection	At Intersection	Traffic Signal	Clear	Daylight	Dry	Fatal	Pedestrian Collisions	Pedestrian	80 to 84	Fatal	32	North	 	 	 	 	Vehicle is going straight thru inter.while ped cross without ROW	Crossing marked crosswalk without ROW	Inattentive	 	 	 	Yes	 	Yes	 	 		 	 	 	 	 	 	 	42
2017	2017-08-26T04:00:00.000Z	1055	10	3738 ST CLAIR AVE E	 	 	Minor Arterial	Scarborough	43.720442	-79.243045	Mid-Block	Non Intersection	No Control	Clear	Daylight	Dry	Fatal	SMV Other	Driver	30 to 34	Fatal	37	East	"Automobile, Station Wagon"	Going Ahead	Lost control	"Ability Impaired, Drugs"	 	 	 	 	 	 	 	 	Yes	 	 		 	 	Yes	Yes	 	 	 	41
